% bip positive
1	1	1	1149411943
2	1	1	1149565895
2	1	1	1149566104
3	1	1	1149689298
4	2	1	1149360374
4	2	1	1149360421
2	2	1	1149567805
4	2	1	1149663496
4	2	1	1149835811
4	2	1	1149836034
4	2	1	1150028937
4	2	1	1150029062
4	2	1	1150029553
4	2	1	1150029746
5	2	1	1150585748
4	2	1	1150895094
5	2	1	1151267502
4	2	1	1151672929
4	2	1	1151691500
4	2	1	1151691631
4	2	1	1151691737
4	2	1	1151692258
4	2	1	1151743705
4	2	1	1151744009
4	2	1	1151744357
4	2	1	1151744514
4	2	1	1151744631
4	2	1	1151744678
4	2	1	1151744832
4	2	1	1151745074
4	2	1	1151745128
4	2	1	1151745517
4	2	1	1151745627
4	2	1	1151745791
4	2	1	1151745803
4	2	1	1151746108
4	2	1	1151746281
4	2	1	1151748312
4	2	1	1151748853
4	2	1	1151754309
4	2	1	1151755330
4	2	1	1151755451
4	2	1	1151755637
4	2	1	1151755896
4	2	1	1151756812
4	2	1	1151756921
4	2	1	1151756940
4	2	1	1151757092
4	2	1	1151757210
4	2	1	1151757644
4	2	1	1151831591
4	2	1	1151832805
4	2	1	1151907797
4	2	1	1151999800
4	2	1	1152019355
4	2	1	1152019376
4	2	1	1153218214
4	2	1	1153514195
4	2	1	1165047710
4	2	1	1165047878
4	2	1	1165064541
4	2	1	1171839053
6	2	1	1186251553
4	2	1	1196424636
4	2	1	1198102706
4	2	1	1198160282
4	2	1	1205527917
4	2	1	1205528076
4	2	1	1208805943
6	2	1	1259233770
6	2	1	1260293137
7	3	1	1149367614
2	3	1	1149567920
7	3	1	1149597780
7	3	1	1291720099
8	3	1	1324374599
9	3	1	1324374687
7	4	1	1149367650
2	4	1	1149493416
7	4	1	1149597997
5	4	1	1150642527
5	4	1	1150642814
1	4	1	1150649000
5	4	1	1150659770
7	4	1	1150660128
7	4	1	1150664097
7	4	1	1150664271
6	4	1	1184747428
6	4	1	1184747518
2	4	1	1194067748
6	4	1	1194076206
10	4	1	1240142820
10	4	1	1240142843
7	4	1	1240219950
11	4	1	1245250642
7	4	1	1245878042
11	4	1	1252720891
12	4	1	1273404311
12	4	1	1273404400
12	4	1	1274102444
12	4	1	1274102513
12	4	1	1274102535
7	4	1	1274111098
12	4	1	1274118565
12	4	1	1274303349
13	4	1	1367587849
14	4	1	1367783871
7	4	1	1367830974
7	4	1	1367831292
15	4	1	1408991058
16	4	1	1414334202
17	4	1	1465034538
16	4	1	1465042880
17	4	1	1466179076
1	5	1	1149411976
5	5	1	1149494360
2	5	1	1149525610
5	5	1	1156947987
5	5	1	1177261737
1	6	1	1149412047
1	6	1	1149412076
2	6	1	1149567842
5	7	1	1149448466
2	7	1	1149567770
5	7	1	1149661101
2	7	1	1150367590
2	7	1	1150368453
5	7	1	1150368557
5	7	1	1150368614
5	7	1	1150387239
5	7	1	1150387286
5	7	1	1150392131
5	7	1	1150394359
5	7	1	1150395591
5	7	1	1150457156
5	7	1	1150458328
5	7	1	1150460009
5	7	1	1150460904
5	7	1	1150461426
5	7	1	1150538737
5	7	1	1150560905
5	7	1	1150570687
5	7	1	1150670074
5	7	1	1150750302
5	7	1	1150831846
5	7	1	1151587428
5	7	1	1151601499
5	7	1	1152738415
5	7	1	1153002772
5	7	1	1153591058
5	7	1	1156786628
5	7	1	1156796444
5	7	1	1156859772
5	7	1	1156878769
5	7	1	1156947426
5	7	1	1156948451
5	7	1	1158252076
5	7	1	1159986463
5	7	1	1160387787
5	7	1	1162399002
5	7	1	1162463906
5	7	1	1162471978
5	7	1	1162485419
5	7	1	1162507018
5	7	1	1162561801
5	7	1	1163008029
5	7	1	1168364887
5	7	1	1168544318
5	7	1	1168544368
5	7	1	1168686217
5	7	1	1168695286
5	7	1	1172871950
5	7	1	1173384324
5	7	1	1173552912
5	7	1	1174318666
5	7	1	1175329535
5	7	1	1175706824
18	7	1	1177958328
5	7	1	1178109201
5	7	1	1178129615
5	7	1	1178360926
6	7	1	1178552695
5	7	1	1178708336
5	7	1	1179250643
5	7	1	1179419410
5	7	1	1179664992
5	7	1	1179666723
5	7	1	1180370331
5	7	1	1180371154
5	7	1	1181198420
5	7	1	1181239202
5	7	1	1181764254
5	7	1	1182170569
5	7	1	1182243077
5	7	1	1182724140
5	7	1	1183734243
5	7	1	1184446384
5	7	1	1184961167
5	7	1	1185959370
5	7	1	1186806067
5	7	1	1187554176
5	7	1	1188502459
5	7	1	1195827748
5	7	1	1196280086
5	7	1	1196280712
5	7	1	1196431421
5	7	1	1196714611
5	7	1	1196958046
5	7	1	1198012704
5	7	1	1198194490
5	7	1	1199130826
5	7	1	1199130895
19	7	1	1199218063
5	7	1	1199218762
5	7	1	1201438875
5	7	1	1201471980
5	7	1	1201692962
5	7	1	1201714645
5	7	1	1201716965
5	7	1	1201717014
5	7	1	1202572469
5	7	1	1202572487
20	7	1	1206430340
20	7	1	1206430862
19	7	1	1206524101
19	7	1	1206524192
21	7	1	1210244062
5	7	1	1210436514
5	7	1	1216023314
21	7	1	1218944792
5	7	1	1219854758
5	7	1	1262360096
5	7	1	1262360476
5	7	1	1262360500
8	7	1	1324374588
9	7	1	1324374687
21	7	1	1446564610
2	8	1	1149450466
2	8	1	1149483346
2	8	1	1149483620
2	8	1	1149487130
2	8	1	1149490569
2	8	1	1149490590
2	8	1	1149499121
2	8	1	1149504397
2	8	1	1149505895
2	8	1	1149509591
2	8	1	1149509781
2	8	1	1149510338
2	8	1	1149566347
2	8	1	1149566588
2	8	1	1149566649
2	8	1	1149566791
2	8	1	1149584417
2	8	1	1149695706
2	8	1	1149695799
2	8	1	1149769064
2	8	1	1149769177
2	8	1	1149795825
2	8	1	1149870638
2	8	1	1150038551
2	8	1	1150038670
2	8	1	1150196719
2	8	1	1150196858
2	8	1	1150433754
22	8	1	1151764041
2	8	1	1151764230
2	8	1	1151826221
2	8	1	1151827477
2	8	1	1158168282
2	8	1	1158950399
2	8	1	1177735941
2	8	1	1177736116
2	8	1	1177826675
2	8	1	1177827835
2	8	1	1177829303
2	8	1	1177830479
2	8	1	1177831777
2	8	1	1177833123
2	8	1	1177833723
2	8	1	1177901773
2	8	1	1177902501
2	8	1	1177902612
2	8	1	1177902760
2	8	1	1178081818
2	8	1	1178166837
2	8	1	1178653709
2	8	1	1181535473
2	8	1	1181535618
2	8	1	1181535762
2	8	1	1184264852
6	8	1	1185018282
2	8	1	1187639650
2	8	1	1194621412
2	8	1	1226151979
2	8	1	1241514060
2	8	1	1241514091
2	8	1	1241514180
2	8	1	1317692754
8	8	1	1324374839
9	8	1	1324374874
2	8	1	1379224311
